source_,title,address,price,price_per_square_meter,area,rooms,market,buildyng_type,_1st_floor,floors,building_materials,windows,heating,year_of_build,trim_condition,rent,property_type,description,first_desc_title,first_desc,second_desc_title,second_desc,third_desc_title,third_desc,fourth_desc_title,fourth_desc,phone_number
https://www.otodom.pl/pl/oferta/35m2-pokoj-kuchnia-gagarina-mokotow-ID47FSq,"35m2, pokój + kuchnia - Gagarina, Mokotów","Warszawa, Mokotów, Jurija Gagarina",2 200 zł,N/A,35 m²,1,N/A,blok,5,6,N/A,N/A,miejskie,1950,do zamieszkania,N/A,N/A,"Do wynajęcia kawalerka z oddzielną kuchnią o powierzchni 35 m2 znajdująca się na 5 piętrze 6 piętrowego budynku w pobliżu Łazienek Królewskich przy ul. Gagarina na Mokotowie.
W skład mieszkania wchodzi:
- Pokój wyposażony w rozkładana kanapę, stolik kawowy, szafkę TV, telewizor, stół z krzesłami i pojemna szafę
- Kuchnia wyposażona w meble kuchenne w zabudowie, płytę indukcyjną, piekarnik, okap, zlewozmywak i lodówkozamrażarkę
- Łazienka wyposażona w wannę, umywalkę, lustro, szafkę, pralkę i WC
- Przedpokój z szafą i lustrem
- Piwnica
Lokalizacja:",Informacje Dodatkowe,"piwnica
winda
oddzielna kuchnia
pom. użytkowe",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/penthouse-z-przepieknym-tarasem-na-ochocie-ID44fF7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-120-m-warszawa-ID47FBa,"Mieszkanie, 120 m², Warszawa","Warszawa, Śródmieście, Stare Miasto, Świętojańska",11 000 zł,N/A,120 m²,3,N/A,kamienica,2,3,N/A,N/A,N/A,1953,do zamieszkania,N/A,N/A,"Na wynajem piękny, nowy apartament o powierzchni 120 m2 usytuowany na 2 piętrze w 3-piętrowej kamienicy w samym sercu Starego Miasta.
Apartament składa się z salonu, 2 sypialni oraz łazienki z prysznicem, jest w pełni umeblowany i wyposażony w wysokim standardzie.
Mieszkanie jest narożne, okna wychodzą na dwie strony, co zapewnia dużo światła oraz dobrą wentylację. Dodatkowo zainstalowano klimatyzację.
Znakomita lokalizacja z dostępem do wszystkich atrakcji Starego Miasta.
Cena najmu: 11000 zł. oraz opłaty licznikowe.
Serdecznie polecam i zapraszam na prezentację.",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,oddzielna kuchnia,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/atrakcyjna-garsonierabiurosrodmiesciemetro-ID42SzJ,*Atrakcyjna Garsoniera**Biuro**Śródmieście**Metro*,"Warszawa, Śródmieście",1 600 zł,N/A,"34,40 m²",1,N/A,kamienica,parter,4,N/A,N/A,miejskie,1930,do zamieszkania,400 zł,N/A,"***UROKLIWE ŚRÓDMIEŚCIE PÓŁNOCNE***ZADBANE I PIĘKNIE DOŚWIETLONE MIESZKANIE W ŚWIETNEJ LOKALIZACJI***
Kamienica zamieszkiwana przez znamienitych profesorów Uniwersytetu Warszawskiego.
Czynsz najmu 1600 zł plus czynsz do administracji i zaliczki na media 450 zł.
Mieszkanie o powierzchni 34,4 m2 - pokój, duża szafa w przedpokoju. Kuchnia stanowi integralną część dużego pokoju, ładnie wtapia się w całość przestrzeni dziennej. W zabudowie lodówka, zmywarka, pralka, liczne szafki, schowki i półki. Łazienka z kabiną prysznicową.
Okna PCV. Na podłogach parkiet dębowy i gres. Dwie duże, 2-skrzydłowe szafy, szafeczki, barek, podwójne łóżko, mała kanapa i fotele.
Możliwość wynajmu mieszkania bez mebli.",Wyposażenie,meble,Informacje Dodatkowe,winda,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/apartament-w-przedwojennej-kamienicy-ID47Egn,Apartament w przedwojennej kamienicy,"Warszawa, Śródmieście, Krakowskie Przedmieście",6 500 zł,N/A,120 m²,3,N/A,kamienica,3,3,N/A,N/A,N/A,1948,N/A,N/A,N/A,"LUKSUSOWY APARTAMENT W PRZEDWOJENNEJ KAMIENICY Z WIDOKIEM NA TRAKT KRÓLEWSKI
BUDYNEK:
Kamienica przy Krakowskim Przedmieściu 19 powstała w latach 1906-1907 dla złotnika Juliana Wapińskiego, wg. planów Stefana Szyllera. W 1948 została odbudowana. Budynek ma status zabytku.
ROZKŁAD POMIESZCZEŃ:
Wyjątkowy apartament składa się z przestronnego salonu połączonego z półotwartą kuchnią i jadalnią, małego pomieszczenia gospodarczego, sypialni master z garderobą oraz łazienką z wanną i prysznicem, mniejszej sypialni, drugiej łazienki z wanną i prysznicem dostępnej z korytarza oraz garderoby.",Informacje Dodatkowe,"klimatyzacja
garaż/miejsce parkingowe
oddzielna kuchnia",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-odrestaurowanej-kamienicy-ID47EJ8,Przestronna kawalerka w odrestaurowanej kamienicy,"Warszawa, Żoliborz, Stary Żoliborz, Aleja Wojska Polskiego",1 999 zł,N/A,30 m²,1,N/A,kamienica,1,4,N/A,N/A,miejskie,1927,do zamieszkania,N/A,N/A,"Oferuję do wynajęcia przytulną kawalerkę w wyremontowanej, przedwojennej kamienicy na warszawskim Żoliborzu. Mieszkanie o powierzchni 30 mkw usytuowane jest na 1. piętrze.

Lokal jest w pełni umeblowany. W pokoju znajduje się pojemna szafa, rozkładana kanapa, fotel, telewizor oraz biurko z krzesłem. Kuchnia wyposażona w działający sprzęt AGD (toster, czajnik elektryczny, lodówka, mikrofala, pralka pod zabudową, zmywarka). W niewielkim przedpokoju mieści się duża szafa z lustrzanymi frontami. Łazienka z wanną, w ścianie jest wnęka z półkami do przechowywania.

Mieszkanie znajduje się w dobrze skomunikowanej, spokojnej, zielonej okolicy, 10 minut spacerem od stacji metra Plac Wilsona - liczne przystanki autobusowe i tramwajowe, 13 minut do Dworca Gdańskiego. Blisko mieszczą się sklepy, restauracje, przedszkole, liceum, centrum handlowe Arkadia.

Dostępne od kwietnia.
Cena: 1999 zł/mc + prąd i nadwyżka ponad normatywne zużycie wody.
Kaucja w wysokości jednomiesięcznego czynszu.

Zapraszam na prezentację nieruchomości.",Informacje Dodatkowe,piwnica,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/klopot-aktualne-ID47EoW,"Kłopot, aktualne","Warszawa, Śródmieście, Kłopot",3 200 zł,N/A,40 m²,2,N/A,N/A,> 10,16,N/A,N/A,N/A,2018,do zamieszkania,N/A,N/A,"Apartament to rent - available - high standard.
Living room with kitchenette, bedroom, bathroom and balcony.
Underground garage.
Air conditioning.
We speak english!
.
Aktualne - bardzo wysoki standard wykończenia - pachnące nowością - nikt wcześniej tu nie mieszkał.
Mieszkanie w pełni urządzone i wyposażone w wysokiej jakości sprzęt AGD.
W mieszkaniu jest klimatyzacja.
Salon z aneksem kuchennym, sypialnia i łazienka. Loggia.
Ulica Kłopot - parę minut piechotą od centrum handlowego Arkadia.
Piękny widok na panoramę Warszawy.
Mieszkanie z przynależnym miejscem garażowym.
Istnieje możliwość wynajęcia drugiego miejsc garażowego z komórką lokatorską za dodatkową opłatą 500zł.

Wszelkie informacje dotyczące nieruchomości zamieszczone przez Emmerson nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Dokładamy najwyższej staranności, aby przedmiotowe informacje były zaprezentowane możliwe najbardziej szczegółowo i wyczerpująco, jednak wobec faktu, że pochodzą one od innych osób, Emmerson nie ponosi odpowiedzialności za ich szczegółowość i dokładność.",Informacje Dodatkowe,"garaż/miejsce parkingowe
winda",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-przy-stacji-metra-stoklosy-ID47EgU,3 oddzielne pokoje.Przy stacji metra Stokłosy,"Warszawa, Ursynów, al. Komisji Edukacji Narodowej",2 800 zł,N/A,75 m²,3,N/A,apartamentowiec,1,6,N/A,N/A,N/A,2008,N/A,N/A,N/A,"ładne, bardzo czyste (świeżo odmalowane) mieszkanie w bloku z 2004 roku (nowe budownictwo,
ochrona, patio, garaż podziemny, monitoring, etc), który sąsiaduje bezpośrednio ze stacją Metro Stokłosy = znakomita lokalizacja, wszędzie blisko + dookoła wszystkie niezbędne udogodnienia,
sklepy, etc. Stacja metra Stokłosy.
Mieszkanie umeblowane i wyposażone (pralka, zmywarka, płyta grzejna z piekarnikiem, mikrofalówka, lodówka). W 1 sypialni łóżko podwójne (160cm) w 2 rozkładana sofa

Mieszkanie składa się z 3 oddzielnych pokoi + kuchni + 2 łazienek (1sza z wanną i 2ga z prysznicem) + dodatkowo balkonu i tarasu, mieszkanie jest wyposażone (pralka, w pełni wyposażona kuchnia, meble, sztućce talerze...) i praktycznie gotowe do wprowadzenia",Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/kawalerka-na-powislu-ID47EcG,Kawalerka na Powiślu,"Warszawa, Śródmieście, Leona Kruczkowskiego",1 700 zł,N/A,30 m²,2,N/A,N/A,parter,8,N/A,N/A,N/A,1970,N/A,N/A,N/A,"Kawalerka  przy ul. Kruczkowskiego.  Na parterze z widokiem na zieleń. Cicho.

Mieszkanie w doskonałej lokalizacji. Blisko do Uniwersytetu Warszawskiego. 

Doskonałe połączenia komunikacyjne -stacja Metra, stacja SKM ,autobusy, wypożyczalnia rowerów, sklepy galerie i inne udogodnienia (cena nie zawiera czynszu i opłat za media)

Czynsz: 1700 zł + 360 zł opłaty administracyjne + media

Zapraszam,

Beata Puszczewicz
RS Real Estate
tel. 793 343 922",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-45mkw-w-centrum-warszawy-ID47E2z,Stylowe mieszkanie (45mkw) w centrum Warszawy,"Warszawa, Śródmieście, Mokotowska",3 000 zł,N/A,45 m²,2,N/A,kamienica,1,4,N/A,N/A,miejskie,1935,do zamieszkania,N/A,N/A,"Oferuję do wynajęcia przestronne i funkcjonalne mieszkanie o powierzchni 45 mkw, zlokalizowane przy ul. Mokotowskiej.  Nieruchomość składa się z części sypialnianej z balkonem, oddzielnej kuchni z jadalnią i łazienki z wanną. Mnóstwo miejsca do przechowywania zapewni duża szafa oraz spora ilość szafek w kuchni i łazience. 

Mieszkanie wyposażona jest w niezbędny sprzęt AGD (lodówka, zmywarka piekarnik, kuchenka gazowa). Znajduje się na 1. (z 4) piętrze w odrestaurowanej kamienicy z 1935 roku, w samym centrum Warszawy.

 W okolicy mnóstwo lokali gastronomicznych i punktów usługowych: luksusowe butiki, restauracje, pizzerie, apteka, przychodnia, supermarkety, sklepy spożywcze, placówki oświatowe, instytucje kultury.

Punkt znajduje się kilka minut pieszo od placu Trzech Krzyży. W pobliżu liczne przystanki autobusowe (Pl. Trzech Krzyży i Mokotowska), przystanki tramwajowe (Plac Konstytucji) oraz stacja metra Centrum.


Koszt najmu wynosi 3000 zł/mc w tym czynsz administracyjny oraz media.
Internet w zakresie najemcy.

Umowa na minimum rok.

Zwrotna kaucja w wysokości jednomiesięcznego czynszu.

Zapraszam na prezentację nieruchomości",Wyposażenie,"zmywarka
lodówka
piekarnik
kuchenka
pralka",Informacje Dodatkowe,balkon,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/przepiekne-mieszkanie-w-centrum-ID47DO8,Przepiękne mieszkanie w Centrum,"Warszawa, Śródmieście, Poznańska",7 500 zł,N/A,80 m²,3,N/A,N/A,4,5,N/A,N/A,N/A,2016,N/A,N/A,N/A,"Na wynajem przepiękne, trzypokojowe, klimatyzowane mieszkanie o powierzchni 60 m2 w nowym apartamentowcu z 2016 roku.
Mieszkanie wykończone zostało w klasycznym stylu, jasne kolory i duża ilość światła w połączeniu z nową architekturą budynku sprawiają, że miejsce to posiada unikalny klimat.

Lokalizacja:
Niewątpliwym atutem apartamentu jest jego lokalizacja. Bliska odległość od ul. Pięknej, Marszałkowskiej czy Koszykowej, głównej arterii komunikacyjnej, bliskość restauracji, kin, teatrów, muzeów, szkół i uczelni sprawia, że jest to idealne miejsce dla osób pragnących mieć wszystko w zasięgu, ceniących szybki dostęp do wszystkich walorów okolicy.
Wszystkie najważniejsze aspekty doskonałej lokalizacji znajdują się w sąsiedztwie mieszkania.

Standard wykończenia:
Każde pomieszczenie zostało wykończone materiałami o najwyższej jakości, a połączenie ich z wysoką jakością prac wykończeniowych sprawia, że najbardziej wymagający klient będzie usatysfakcjonowany i będzie czuł się tutaj bardzo dobrze. Mieszkanie jest wyposażone w zabudowaną garderobę.
W mieszkaniu znajduje się piękny biokominek, który uatrakcyjni przyszłemu Najemcy długie jesienno - zimowe wieczory.

Rozkład pomieszczeń:
Salon
Kuchnia
Sypialnia
Gabinet
Garderoba
Łazienka (prysznic, toaleta, bidet, umywalka)
Pralnia/pomieszczenie gospodarcze z pralko-suszarką

Dodatkowe informacje:
Apartament bez wątpienia jest idealną ofertą dla osób poszukujących ciekawej lokalizacji, doceniających bliskość najbardziej atrakcyjnych miejsc w Centrum Warszawy oraz wysoką jakość wykończenia.
Mieszkanie jest wyposażone w klimatyzację.
Całkowity koszt najmu obejmuje czynsz najmu wraz z czynszem administracyjnym w wysokości 7.500 zł, dodatkowo płatne jest zużycie mediów ponad zaliczki.

Serdecznie polecam tę ofertę i zapraszam na prezentację!

W ofercie naszej Agencji znajdą Państwo luksusowe nieruchomości Premium, zapraszam na naszą stronę internetową.

Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.

LOMPERT Premium Real Estate
Al. Rzeczypospolitej 18 lok. 145
02-972 Warszawa
Tel: +48 730 008 256
Mail:


 ",Wyposażenie,"zmywarka
lodówka
piekarnik
kuchenka
telewizor
pralka",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-na-srodmiesciu-ID47DNh,Mieszkanie na Śródmieściu,"Warszawa, Śródmieście, Nowosielecka",2 300 zł,N/A,44 m²,2,N/A,N/A,1,7,N/A,N/A,N/A,2002,N/A,N/A,N/A,"Mieszkanie w świetnej lokalizacji !


Blisko Park Łazienki Królewskie,

przedszkola, szkoły , żłobki,

sklepy (Carrefour, Biedronka, Piekarnia)



Możliwość parkowania na zewnątrz lub najmu miejsca parkingowego w garażu podziemnym.
Możliwość przechowywania rowerów na patio lub w rowerowni.


Obiekt monitorowany i chroniony.
e.
W skład mieszkania wchodzą :







Kwota najmu nie obejmuje opłat licznikowych.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-ID47DFO,2 oddzielne pokoje!,"Warszawa, Ochota, Rakowiec, Karola Bohdanowicza",2 900 zł,N/A,60 m²,2,N/A,apartamentowiec,parter,7,N/A,N/A,N/A,2001,do zamieszkania,N/A,N/A,"Na wynajem bardzo jasne i ciche mieszkanie usytuowane na parterze 7- piętrowego apartamentowca z 2001 na Ochocie.
Mieszkanie o powierzchni 60 m2 jest po remoncie i składa się z 2 osobnych i nieprzechodnich pokoi, odrębnej kuchni oraz łazienki z prysznicem. Powierzchnię dodatkowa stanowi patio/ogródek. Mieszkanie jest w pełni umeblowane i wyposażone we wszystkie sprzęty AGD.
Zielona i spokojna okolica, w pobliżu park, plac zabaw oraz pełna infrastruktura.
Cena najmu: 2900 zł. Kaucja 1-miesięczna.
Serdecznie polecam i zapraszam na prezentację.",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"ogródek
winda
oddzielna kuchnia",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/ciche-mieszkanie-w-sercu-starego-mokotowa-ID47DF2,Ciche mieszkanie w sercu starego Mokotowa,"Warszawa, Mokotów, Fryderyka Joliot-Curie",1 700 zł,N/A,37 m²,2,N/A,blok,8,10,N/A,N/A,miejskie,1964,do zamieszkania,N/A,N/A,"Do wynajęcia oferujemy ciche i jasne dwupokojowe mieszkanie przy ul. F. Joliot-Curie.
Zaletą mieszkania jest świetna lokalizacja, 10 minut spacerem do stacji metra Wierzbno.
Cicha, spokojna okolica otulona miejska zielenią z łatwym dostępem do sklepów, banków, szkół, ale także i parków. Idealne miejsce do zamieszkania z dziećmi, gdyż spacerem dojdziemy do dwóch ogródków jordanowskich.
W okolicy znajduje się także kultowa cukiernia „Bezownia”, do której przyjeżdżają klienci z całej Warszawy.
Mieszkanie jest częściowo umeblowane z możliwością doposażenia w meble na życzenie klienta przy dłuższym okresie najmu.
W budynku podłączone są UPC i Vectra (Internet/TV).
Cena najmu to 1.900 PLN plus opłaty za czynsz administracyjny (ok. 600 PLN zawierający opłatę za centralne ogrzewanie do wysokości zaliczek, wywóz śmieci, utrzymanie i zarządzanie budynkiem) dodatkowo płatny prąd, gaz i woda: rozliczane według liczników, miesięcznie.
Kaucja w wysokości opłaty za miesiąc.
Najem okazjonalny, umowa najmu na minimum 1 rok. Koszt umowy notarialnej zwracamy po 12 miesiącach.
Mieszkanie do wprowadzenia od zaraz.",Informacje Dodatkowe,winda,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/do-wynajecia-blisko-metra-przy-pl-dabrowskiego-ID47DEY,Do wynajęcia blisko metra przy pl. Dąbrowskiego,"Warszawa, Śródmieście, pl. Jana Henryka Dąbrowskiego",2 800 zł,N/A,37 m²,1,N/A,N/A,9,12,N/A,N/A,N/A,1960,N/A,N/A,N/A,"Lokalizacja:
Mieszkanie usytuowane jest na 9. piętrze w budynku przy pl. Dąbrowskiego, w bardzo dobrym punkcie komunikacyjnym.
W odległości krótkiego spaceru przystanki komunikacji miejskiej (tramwaj i autobus) oraz stacja metra Świętokrzyska - 400m.
Kilka minut spacerem do Starego Miasta oraz na Bulwary Wiślane.
Mimo lokalizacji w centrum, wokół budynku jest zielono i cicho, a obok znajduje się Park Saski. W pobliżu są liczne sklepy, bary, restauracje.
Rozkład pomieszczeń:
Mieszkanie o powierzchni 37 m2 składa się z pokoju, sypialni, kuchni i łazienki. Lokal w bardzo dobrym stanie, całkowicie wykończony.
W salonie znajdują się: narożnik z funkcją spania, stolik kawowy, pełnowymiarowy stół i krzesła, komoda oraz telewizor.
Kuchnia wyposażona w lodówkę, płytę gazową, piekarnik elektryczny, czajnik elektryczny, garnki, talerze i sztućce.
Sypialnia z podwójnym łóżkiem, komodą oraz dużą szafą.
Łazienka z prysznicem, umywalką, WC i pralką.
Hall z szafą wnękową.
Mieszkanie jest świetna propozycją zarówno dla jednej osoby jak i dla pary.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/okazja-kawalerka-na-sadach-zoliborskich-ID47Dss,Okazja! Kawalerka na Sadach Żoliborskich,"Warszawa, Żoliborz, ks. Jerzego Popiełuszki",1 650 zł,N/A,29 m²,1,N/A,kamienica,7,10,N/A,N/A,miejskie,1960,do zamieszkania,350 zł,N/A,"OPIS LOKALU
Jasna kawalerka, położona we wschodniej części bloku z widokiem na centrum Warszawy i zielone podwórko. Pojemna zabudowana szafa w korytarzu z dużym lustrem wraz z pralką. Po prawej stronie od wejścia drzwi do łazienki wyposażonej w kabinę prysznicową, umywalkę oraz WC bielizny. Nowa pralka ukryta w szafie. Dalej widzimy salon z aneksem kuchennym, rozkładana dwuosobowa kanapa z pojemnikiem na pościel. Jest możliwość dostawienia stolika oraz krzeseł. W kuchni płyta indukcyjna, piekarnik elektryczny, lodówka, zlew, okap, zamrażarka oraz zmywarka.
OPIS BUDYNKU
Mieszkanie położone na 7 piętrze w 10 piętrowym budynku. Kamienica jest zadbana. Mieści się w sercu parku Sady Żoliborskie. W okolicy dużo sklepów dyskont spożywczy, Hala Marymont, restauracje, apteki, banki. Tuż obok znajduje się Centrum Handlowy Arkadia.
Blisko przystanek tramwajowy i autobusowy (3 min pieszo), z mieszkania w kilka minut można dotrzeć do stacji metra Marymont.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-room-apartament-for-rent-in-great-location-ID47DjG,2 room apartament for rent in great location!,"Warszawa, Praga-Północ, Wrzesińska",1 900 zł,N/A,30 m²,2,N/A,N/A,2,4,N/A,N/A,N/A,2018,N/A,N/A,N/A,"For rent a stylish mini apartment in the prestigious Port Praski estate.


The prices of the apartments are PLN 1900 per month + PLN 200 for each tenant, without any additional meter charges. The price includes a cleaning service including linen change, 24h reception with concierge services, high-speed internet access, wifi. There is a deposit in the amount of one month's rent when signing the contract.

The apartments are fully equipped, but there are no washing machines. It is possible to use the self-service laundry and drying room located in the building for PLN 100 / month.
Pets are not allowed.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/luksusowe-3-pokoje-przy-metro-daszynskiego-ID47CCQ,Luksusowe 3 pokoje przy Metro Daszyńskiego,"Warszawa, Wola, Mirów, Wronia",4 990 zł,N/A,85 m²,3,N/A,N/A,4,8,N/A,N/A,N/A,2013,do zamieszkania,N/A,N/A,"3 pokojowy apartament w rezydencji ""Oxygen"" na Warszawskim Mirowie, oddalony 10 minut od Ronda Daszyńskiego i Ronda ONZ. W budynku restauracja, a w okolicy liczne kawiarnie, bary, sklepy, punkty usługowe. Ekskluzywny budynek wyposażony w monitoring, ochronę, windę.

Mieszkanie jest bardzo duże ma około 85m2, składa się z salonu z wyjściem na balkon (z loggią) i z otwartą kuchnią, dwóch sypialni,dwóch łazienek (w jednej wanna w drugiej prysznic). Mieszkanie jest umeblowane i wyposażone w bardzo wysokim standardzie, dodatkowo w mieszkaniu jest klimatyzacja.

PROMOCJA!!!
Czynsz: 4990 zł miesięcznie


 
____

3-room apartment in the residence ""Oxygen"" in Warsaw Mirów, 10 minutes from Rondo Daszyńskiego and Rondo ONZ. There is a restaurant in the building, and in the area lot of cafes, bars, shops and service points. An exclusive building equipped in monitoring, security and elevator.

The apartment is very large, it consists of a living room with a balcony and an open kitchen, two bedrooms, two bathrooms (one bathtub, one shower). The apartment is furnished and equipped to a very high standard, in addition, the apartment has air conditioning.

Rent: PLN 6,000 per month
Refundable deposit: 6000 pln

 
-----",Wyposażenie,"zmywarka
lodówka
piekarnik
kuchenka
telewizor
pralka",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
pom. użytkowe",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-placu-teatralnym-ID47CAP,2 pokojowe mieszkanie przy Placu Teatralnym,"Warszawa, Śródmieście, Śródmieście Północne, Daniłowiczowska",3 800 zł,N/A,50 m²,2,N/A,N/A,6,11,N/A,N/A,N/A,1965,do zamieszkania,N/A,N/A,"Przytule mieszkanie 2-pokojowe w centrum z widokiem na Pałac Kultury i Nauki, w bezpośrednim sąsiedztwie Placu Teatralnego i ok. 5-minut spacerem do Placu Bankowego. W okolicy liczne restauracje, kawiarnie, bary, sklepy, punkty usługowe.

Mieszkanie składa się z salonu z balkonem i z otwartą kuchnią, sypialni, łazienki z prysznicem.
Mieszkanie jest kompletnie umeblowane i wyposażone. Do mieszkania przynależy piwnica. 

Czynsz: 3800 zł (w tym czynsz administracyjny)
Kaucja zwrotna w wysokości jednomiesięcznego czynszu.
NAJEM OKAZJONALNY

Dodatkowo własny zamknięty parking dla mieszkańców.
----
ENGLISH VERSION:

A cozy 2-room apartment in the center with a view of the Palace of Culture and Science, in the immediate area of Plac Teatralny and 5-minute walk to Plac Bankowy. In the area there are a lot of  restaurants, cafes, bars, shops and service points.

The apartment consists of a living room with open kitchen, bedroom, bathroom with shower and an additional basement.
The apartment is fully furnished and equipped.

Rent: PLN 3800 (including administrative rent)
Returnable deposit in the amount of one month's rent.

Additionally, own closed parking for residents.",Wyposażenie,"lodówka
piekarnik
telewizor
pralka",Informacje Dodatkowe,"balkon
piwnica
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/plac-zamkowy-premium-stare-miasto-ogrody-krasinski-ID47BQa,Plac Zamkowy Premium Stare Miasto Ogrody Krasiński,"Warszawa, Śródmieście, Plac Zamkowy",4 000 zł,N/A,40 m²,2,N/A,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Prezentuję apartament położony w zabytkowej części Śródmieścia - Starego Miasta przy ul. Plac Zamkowy, z wejściem od Zamku Królewskiego. Apartament usytuowany jest w centralnym punkcie Starego Miasta - na placu Zamkowym, tuż obok Kolumny Zygmunta i Zamku Królewskiego.

Apartament znajduje się na 3 piętrze 4 piętrowej staromiejskiej kamienicy. Mieszkanie składa się z salonu (parkiet dębowy), kuchni (gres, terakota), sypialni (parkiet dębowy), łazienki (gres, terakota). Mieszkanie odnowione przez architekta. Mieszkanie wyciszone, jasne, dwustronne. Mieszkanie jest odnowione, bardzo nowoczesne. Apartament zaprojektowany i wykonany przez renomowaną, międzynarodową pracownię architektoniczną, z użyciem najlepszych materiałów. Apartament w pełni wyposażony i umeblowany. Apartament polecany dla dyplomatów, delegacji zagranicznych, lub małżeństwa.

W mieszkaniu znajdują się 2 miejsca do spania, w sypialni duże łóżko oraz sofa rozkładana w salonie. W salonie TV, dostęp do bezprzewodowego internetu. Całość kompletnie wyposażona we wszystkie niezbędne przedmioty użytku codziennego (2 duże szafy, zmywarka, lodówka, piekarnik, czajnik bezprzewodowy, komplet garnków, naczyń i zastawy stołowej, pralka, deska do prasowania, żelazko, suszarka do włosów).

W okolicy znajduje się mnóstwo restauracji z szerokim zapleczem kuchni regionalnych, pizzerie, sklepy spożywcze. W pobliżu Teatr Narodowy, Centrum Nauki Kopernik, Bulwary Wiślane, Główny Kampus Uniwersytetu Warszawskiego.

Łatwe połączenie z każdym punktem miasta. Komunikacja z Centrum, Ratusz Arsenał, Krakowskie Przedmieście, Al Jerozolimskie, Al Solidarności. Przystanki tramwajowe i autobusowe zaledwie 250 metrów, a do Metra Ratusz Arsenał zaledwie 6 minut.

Cena najmu: 4000 zł/ m-c + opłaty wg licznika

Po więcej informacji zadzwoń. Zapraszam na prezentację. 

Veronica Paulus
RS Real Estate
Tel: 531803400
E-mail:
/",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
